bar,action,entry,exit,result,profit_usd,lot,score
10000,BUY,0.70105,0.6998094800104457,SL,-124.05199895542118,1.0,0.95
10010,SELL,0.70083,0.6982612380803004,TP,256.8761919699569,1.0,0.95
10110,BUY,0.6995,0.6979934246274889,SL,-150.65753725110875,1.0,0.95
10127,SELL,0.69767,0.6987086384033118,SL,-103.86384033117535,1.0,0.95
10129,SELL,0.69759,0.6985888004599985,SL,-99.88004599984501,1.0,0.95
10193,SELL,0.69484,0.69567371277711,SL,-83.37127771099739,1.0,0.95
10197,SELL,0.69506,0.692662792146993,TP,239.72078530070107,1.0,0.95
10198,SELL,0.69463,0.6954309214783116,SL,-80.09214783116781,1.0,0.95
10243,SELL,0.69386,0.691922326333572,TP,193.76736664280526,1.0,0.95
10322,BUY,0.68978,0.68908472246199,SL,-69.52775380099085,1.0,0.95
10323,BUY,0.69029,0.6895672422861336,SL,-72.27577138663177,1.0,0.95
10324,BUY,0.69032,0.6896137249799813,SL,-70.62750200187429,1.0,0.95
10325,BUY,0.69022,0.6895341731956968,SL,-68.582680430318,1.0,0.95
10338,SELL,0.68935,0.6901893003167652,SL,-83.9300316765157,1.0,0.95
10339,SELL,0.68962,0.6874766242646523,TP,214.33757353477301,1.0,0.941
10381,SELL,0.68774,0.685554612191432,TP,218.5387808568029,1.0,0.95
10401,SELL,0.6856,0.6868234308589134,SL,-122.34308589134102,1.0,0.95
10415,BUY,0.68666,0.6858850676742378,SL,-77.4932325762201,1.0,0.95
10416,BUY,0.68668,0.6859321342689351,SL,-74.78657310648896,1.0,0.945
10417,BUY,0.68666,0.6859252675354398,SL,-73.47324645602393,1.0,0.95
10433,SELL,0.68538,0.6861517843509015,SL,-77.17843509015276,1.0,0.95
10438,SELL,0.68562,0.6863511599686873,SL,-73.11599686873338,1.0,0.936
10516,SELL,0.68531,0.6861545161110546,SL,-84.45161110546273,1.0,0.95
10519,SELL,0.68485,0.6857407018571381,SL,-89.0701857138132,1.0,0.95
10531,BUY,0.68542,0.6873726512987167,TP,195.265129871669,1.0,0.95
10607,SELL,0.69063,0.6913667690318152,SL,-73.67690318151875,1.0,0.95
10610,SELL,0.69053,0.6912962906570328,SL,-76.62906570328198,1.0,0.95
10611,SELL,0.69085,0.6916292698958161,SL,-77.92698958161148,1.0,0.95
10657,SELL,0.69396,0.6914000160651503,TP,255.99839348496855,1.0,0.95
10670,SELL,0.69285,0.6936136045389005,SL,-76.36045389005642,1.0,0.95
10674,SELL,0.69277,0.6935320591741863,SL,-76.20591741862582,1.0,0.95
10675,SELL,0.69275,0.6934730549474587,SL,-72.30549474587234,1.0,0.95
10676,SELL,0.69276,0.6934476938797831,SL,-68.7693879783069,1.0,0.95
10677,SELL,0.69262,0.6932877157455128,SL,-66.77157455128312,1.0,0.95
10754,BUY,0.69059,0.6894352322079416,SL,-115.47677920584754,1.0,0.95
10755,BUY,0.69059,0.6894662870502315,SL,-112.37129497685405,1.0,0.95
10756,BUY,0.69034,0.6892601236895005,SL,-107.98763104994391,1.0,0.95
10757,BUY,0.69056,0.6895165434259648,SL,-104.34565740351509,1.0,0.95
10796,SELL,0.69061,0.690929541088358,SL,-31.954108835807737,1.0,0.944
10797,SELL,0.69047,0.6907804310106183,SL,-31.043101061822842,1.0,0.95
10799,SELL,0.69055,0.6908546471469106,SL,-30.464714691058603,1.0,0.95
